Part	Poem	Verse	Word1	Word2	IPA1	IPA2	Type	Rhyming	Lines
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	矣	ʦi44	i32	inexact	-	3847-3849
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	之	矣	ʦi44	i32	inexact	crossed	3847-3851
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	矣	矣	i32	i32	tonal inexact	-	3848-3849
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	矣	矣	i32	i32	tonal inexact	-	3848-3851
book-of-poetry/decade-of-xiao-min/zhs	Xiao Bian	8	矣	矣	i32	i32	tonal inexact	-	3849-3851
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	2	辜	辜	ku44	ku44	tonal inexact	crossed	3862-3867
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	3	涵	谗	haŋ53	ʦaŋ53	tonal exact	crossed	3869-3871
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	3	祉	已	ʦi32	i32	tonal inexact	-	3874-3875
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	4	盗	暴	tɔ242	pɔ242	tonal inexact	-	3878-3879
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	之	ʦi44	ʦi44	tonal inexact	crossed	3885-3887
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	心	ʦi44	siŋ44	tonal inexact	encircling	3885-3888
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	之	ʦi44	ʦi44	tonal inexact	-	3885-3889
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	心	ʦi44	siŋ44	tonal inexact	-	3887-3888
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	之	ʦi44	ʦi44	tonal inexact	-	3887-3889
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	之	ʦi44	ʦi44	tonal inexact	crossed	3887-3891
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	心	之	siŋ44	ʦi44	tonal inexact	-	3888-3889
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	心	之	siŋ44	ʦi44	tonal inexact	-	3888-3891
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	5	之	之	ʦi44	ʦi44	tonal inexact	-	3889-3891
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	之	之	ʦi44	ʦi44	tonal inexact	crossed	3893-3895
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	之	矣	ʦi44	i32	inexact	-	3893-3897
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	言	言	ŋyoŋ53	ŋyoŋ53	tonal exact	paired	3894-3896
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	之	矣	ʦi44	i32	inexact	-	3895-3897
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	之	矣	ʦi44	i32	inexact	crossed	3895-3899
book-of-poetry/decade-of-xiao-min/zhs	Qiao Yan	6	矣	矣	i32	i32	tonal inexact	-	3897-3899
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	2	梁	门	luoŋ53	muoŋ53	tonal exact	-	3910-3911
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	3	我	可	ŋo32	kʰo32	tonal inexact	-	3917-3919
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	陈	声	tiŋ53	siŋ44	exact	paired	3921-3922
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	陈	身	tiŋ53	siŋ44	exact	crossed	3921-3923
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	陈	人	tiŋ53	iŋ53	tonal exact	encircling	3921-3924
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	声	身	siŋ44	siŋ44	tonal exact	-	3922-3923
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	声	人	siŋ44	iŋ53	exact	paired	3922-3924
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	4	身	人	siŋ44	iŋ53	exact	-	3923-3924
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	6	舍	车	sia32	ʦʰia44	inexact	crossed	3933-3935
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	7	也	也	ia32	ia32	tonal inexact	crossed	3939-3941
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	7	也	也	ia32	ia32	tonal inexact	-	3939-3943
book-of-poetry/decade-of-xiao-min/zhs	He Ren Si	7	也	也	ia32	ia32	tonal inexact	-	3941-3943
book-of-poetry/decade-of-xiao-min/zhs	Xiang Bo	6	人	人	iŋ53	iŋ53	tonal exact	-	3975-3976
book-of-poetry/decade-of-xiao-min/zhs	Gu Feng	2	雨	女	y32	ny32	tonal inexact	crossed	3992-3994
book-of-poetry/decade-of-xiao-min/zhs	Gu Feng	2	雨	予	y32	y32	tonal inexact	-	3992-3996
book-of-poetry/decade-of-xiao-min/zhs	Gu Feng	2	女	予	ny32	y32	tonal inexact	-	3994-3996
book-of-poetry/decade-of-xiao-min/zhs	Liao E	4	耻	矣	tʰi32	i32	tonal inexact	crossed	4018-4020
book-of-poetry/decade-of-xiao-min/zhs	Liao E	4	生	恃	sɛiŋ44	sɛi242	inexact	crossed	4019-4022
book-of-poetry/decade-of-xiao-min/zhs	Liao E	4	生	至	sɛiŋ44	ʦɛi212	inexact	-	4019-4024
book-of-poetry/decade-of-xiao-min/zhs	Liao E	4	怙	恤	hou242	souʔ23	inexact	-	4021-4023
book-of-poetry/decade-of-xiao-min/zhs	Liao E	4	恃	至	sɛi242	ʦɛi212	inexact	-	4022-4024
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	paired	4026-4027
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	crossed	4026-4028
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	encircling	4026-4029
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	-	4026-4030
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	-	4027-4028
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	paired	4027-4029
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	crossed	4027-4030
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	-	4028-4029
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	-	4028-4030
book-of-poetry/decade-of-xiao-min/zhs	Liao E	5	我	我	ŋo32	ŋo32	tonal inexact	-	4029-4030
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	2	砥	矢	ti32	ʦʰi32	tonal inexact	paired	4043-4044
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	2	砥	之	ti32	ʦi44	inexact	-	4043-4047
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	2	矢	之	ʦʰi32	ʦi44	inexact	crossed	4044-4047
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	薪	人	siŋ44	iŋ53	exact	crossed	4058-4060
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	薪	薪	siŋ44	siŋ44	tonal exact	encircling	4058-4061
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	薪	人	siŋ44	iŋ53	exact	-	4058-4063
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	人	薪	iŋ53	siŋ44	exact	-	4060-4061
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	人	人	iŋ53	iŋ53	tonal exact	paired	4060-4063
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	薪	人	siŋ44	iŋ53	exact	-	4061-4063
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	4	也	也	ia32	ia32	tonal inexact	-	4062-4064
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	5	子	子	ʦy32	ʦy32	tonal inexact	-	4069-4071
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	浆	长	ʦuoŋ44	tuoŋ53	exact	paired	4074-4076
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	浆	光	ʦuoŋ44	kuoŋ44	tonal exact	encircling	4074-4078
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	浆	襄	ʦuoŋ44	suoŋ44	tonal exact	-	4074-4080
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	长	光	tuoŋ53	kuoŋ44	exact	paired	4076-4078
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	长	襄	tuoŋ53	suoŋ44	exact	encircling	4076-4080
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	6	光	襄	kuoŋ44	suoŋ44	tonal exact	-	4078-4080
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	7	章	箱	ʦuoŋ44	suoŋ44	tonal exact	crossed	4082-4084
book-of-poetry/decade-of-xiao-min/zhs	Da Dong	7	毕	行	pɛiʔ23	hɛiŋ53	inexact	-	4087-4088
book-of-poetry/decade-of-xiao-min/zhs	Si Yue	2	暑	予	sy32	y53	inexact	crossed	4098-4100
book-of-poetry/decade-of-xiao-min/zhs	Si Yue	6	浊	谷	ʦouʔ5	kouʔ23	exact	crossed	4114-4116
book-of-poetry/decade-of-bei-shan/zhs	Bei Shan	3	滨	臣	piŋ44	siŋ53	exact	-	4137-4138
book-of-poetry/decade-of-bei-shan/zhs	Bei Shan	3	滨	均	piŋ44	kiŋ44	tonal exact	paired	4137-4139
book-of-poetry/decade-of-bei-shan/zhs	Bei Shan	3	臣	均	siŋ53	kiŋ44	exact	-	4138-4139
book-of-poetry/decade-of-bei-shan/zhs	Bei Shan	4	傍	刚	pouŋ53	kouŋ44	exact	encircling	4142-4145
book-of-poetry/decade-of-bei-shan/zhs	Wu Jiang Da Che	2	兮	兮	hi44	hi44	tonal inexact	crossed	4160-4162
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	2	暑	雨	sy32	y32	tonal inexact	-	4176-4180
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	2	矣	人	i32	iŋ53	inexact	-	4177-4179
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	3	兮	矣	hi44	i32	inexact	-	4187-4189
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	3	兮	人	hi44	iŋ53	inexact	paired	4187-4191
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	3	矣	人	i32	iŋ53	inexact	-	4189-4191
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	3	顾	怒	kou212	nou242	inexact	-	4192-4194
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	4	蹙	菽	ʦʰøyʔ23	søyʔ23	tonal exact	-	4198-4200
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	4	菽	宿	søyʔ23	søyʔ23	tonal exact	-	4200-4204
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	4	矣	人	i32	iŋ53	inexact	-	4201-4203
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	5	处	与	ʦʰy32	y53	inexact	crossed	4208-4210
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	5	处	女	ʦʰy32	ny32	tonal inexact	-	4208-4212
book-of-poetry/decade-of-bei-shan/zhs	Xiao Ming	5	与	女	y53	ny32	inexact	-	4210-4212
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	2	棘	翼	ʦiʔ5	iʔ5	tonal exact	-	4240-4244
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	2	棘	盈	ʦiʔ5	iŋ53	inexact	-	4240-4245
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	2	稷	忆	kɛi212	ɛi212	tonal inexact	crossed	4242-4246
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	2	翼	盈	iʔ5	iŋ53	inexact	-	4244-4245
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	尝	将	suoŋ53	ʦuoŋ44	exact	paired	4253-4255
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	尝	祊	suoŋ53	huoŋ44	exact	crossed	4253-4256
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	尝	皇	suoŋ53	huoŋ53	tonal exact	-	4253-4258
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	将	祊	ʦuoŋ44	huoŋ44	tonal exact	-	4255-4256
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	将	皇	ʦuoŋ44	huoŋ53	exact	-	4255-4258
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	3	祊	皇	huoŋ44	huoŋ53	exact	-	4256-4258
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	4	莫	度	mouʔ5	touʔ5	tonal exact	encircling	4266-4270
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	4	客	格	kʰɑiʔ23	kɑiʔ23	tonal exact	paired	4268-4272
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	4	度	福	touʔ5	houʔ23	exact	-	4270-4273
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	愆	食	kʰieŋ44	sieʔ5	inexact	-	4276-4280
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	孙	福	souŋ44	houʔ23	inexact	paired	4278-4281
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	式	稷	sɛiʔ23	kɛi212	inexact	-	4282-4283
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	式	敕	sɛiʔ23	tʰɛiʔ23	tonal exact	-	4282-4284
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	式	忆	sɛiʔ23	ɛi212	inexact	-	4282-4286
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	稷	敕	kɛi212	tʰɛiʔ23	inexact	-	4283-4284
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	稷	忆	kɛi212	ɛi212	tonal inexact	-	4283-4286
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	5	敕	忆	tʰɛiʔ23	ɛi212	inexact	-	4284-4286
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	止	起	ʦi32	kʰi32	tonal inexact	-	4291-4292
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	止	尸	ʦi32	si44	inexact	-	4291-4293
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	止	迟	ʦi32	ti53	inexact	crossed	4291-4296
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	起	尸	kʰi32	si44	inexact	-	4292-4293
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	起	迟	kʰi32	ti53	inexact	-	4292-4296
book-of-poetry/decade-of-bei-shan/zhs	Chu Ci	6	尸	迟	si44	ti53	inexact	-	4293-4296
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	4312-4314
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	2	之	理	ʦi44	li32	inexact	encircling	4312-4315
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	2	之	理	ʦi44	li32	inexact	-	4314-4315
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	4	食	年	sieʔ5	nieŋ53	inexact	-	4326-4328
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	5	菹	祖	ʦu53	ʦu32	inexact	-	4331-4332
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	6	考	刀	kʰo32	to44	inexact	-	4337-4338
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	6	考	毛	kʰo32	mo53	inexact	paired	4337-4339
book-of-poetry/decade-of-bei-shan/zhs	Xin Nan Shan	6	刀	毛	to44	mo53	inexact	-	4338-4339
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	2	千	年	ʦʰieŋ44	nieŋ53	exact	encircling	4348-4351
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	2	陈	人	tiŋ53	iŋ53	tonal exact	-	4349-4350
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	2	陈	止	tiŋ53	ʦi32	inexact	encircling	4349-4355
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	2	人	止	iŋ53	ʦi32	inexact	paired	4350-4355
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	3	方	鼓	puŋ44	ku32	inexact	crossed	4359-4362
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	3	方	祖	puŋ44	ʦu32	inexact	encircling	4359-4363
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	3	鼓	祖	ku32	ʦu32	tonal inexact	-	4362-4363
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	3	雨	女	y32	ny32	tonal inexact	-	4364-4366
book-of-poetry/decade-of-bei-shan/zhs	Fu Tian	4	亩	亩	mu32	mu32	tonal inexact	encircling	4369-4373
book-of-poetry/decade-of-bei-shan/zhs	Da Tian	2	事	耜	søy242	søy242	tonal inexact	-	4389-4390
book-of-poetry/decade-of-bei-shan/zhs	Da Tian	4	祁	秉	ki53	piŋ32	inexact	encircling	4404-4409
book-of-poetry/decade-of-bei-shan/zhs	Zhan Bi Luo Yi	2	止	奭	ʦi32	piʔ5	inexact	paired	4423-4425
book-of-poetry/decade-of-bei-shan/zhs	Zhan Bi Luo Yi	2	茨	师	ʦy44	sy44	tonal inexact	-	4424-4426
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	crossed	4440-4442
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	encircling	4440-4443
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	-	4440-4444
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	-	4442-4443
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	-	4442-4444
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	2	兮	兮	hi44	hi44	tonal inexact	-	4443-4444
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	crossed	4446-4448
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	encircling	4446-4449
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	-	4446-4450
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	-	4448-4449
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	-	4448-4450
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	3	矣	矣	i32	i32	tonal inexact	-	4449-4450
book-of-poetry/decade-of-bei-shan/zhs	Chang Chang Zhe Hua	4	骆	骆	louʔ5	louʔ5	tonal exact	-	4454-4455
book-of-poetry/decade-of-sang-hu/zhs	Sang Hu	2	羽	胥	y32	sy44	inexact	paired	4464-4465
book-of-poetry/decade-of-sang-hu/zhs	Sang Hu	3	领	屏	liŋ32	piŋ53	exact	crossed	4468-4470
book-of-poetry/decade-of-sang-hu/zhs	Yuan Yang	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	4480-4482
book-of-poetry/decade-of-sang-hu/zhs	Yuan Yang	4	之	之	ʦi44	ʦi44	tonal inexact	crossed	4488-4490
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	何	萝	ho53	lo53	tonal inexact	-	4496-4501
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	旨	人	ʦi32	iŋ53	inexact	paired	4497-4499
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	嘉	他	ka44	tʰa44	tonal inexact	-	4498-4500
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	人	弈	iŋ53	iʔ5	inexact	crossed	4499-4504
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	子	子	ʦy32	ʦy32	tonal inexact	-	4503-4505
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	2	弈	怿	iʔ5	iʔ5	tonal exact	-	4504-4506
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	期	旨	ki44	ʦi32	inexact	paired	4508-4509
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	期	时	ki44	si53	inexact	crossed	4508-4510
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	期	人	ki44	iŋ53	inexact	encircling	4508-4511
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	旨	时	ʦi32	si53	inexact	-	4509-4510
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	旨	人	ʦi32	iŋ53	inexact	paired	4509-4511
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	时	人	si53	iŋ53	tonal inexact	-	4510-4511
book-of-poetry/decade-of-sang-hu/zhs	Kui Bian	3	子	子	ʦy32	ʦy32	tonal inexact	-	4515-4517
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	2	兮	喜	hi44	hi32	inexact	-	4532-4536
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	4	几	几	ki44	ki44	tonal inexact	crossed	4544-4546
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	薪	siŋ44	siŋ44	tonal exact	paired	4550-4551
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	兮	siŋ44	hi44	tonal inexact	crossed	4550-4552
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	尔	siŋ44	i32	inexact	encircling	4550-4553
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	兮	siŋ44	hi44	tonal inexact	-	4550-4554
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	兮	siŋ44	hi44	tonal inexact	-	4551-4552
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	尔	siŋ44	i32	inexact	paired	4551-4553
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	薪	兮	siŋ44	hi44	tonal inexact	crossed	4551-4554
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	兮	尔	hi44	i32	inexact	-	4552-4553
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	兮	兮	hi44	hi44	tonal inexact	-	4552-4554
book-of-poetry/decade-of-sang-hu/zhs	Che Xia	5	尔	兮	i32	hi44	inexact	-	4553-4554
book-of-poetry/decade-of-sang-hu/zhs	Qing Ying	3	棘	机	ʦiʔ5	ki44	inexact	paired	4566-4567
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	2	秩	偕	tieʔ5	hieʔ5	tonal exact	-	4574-4578
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	2	旨	逸	ʦi32	iʔ5	inexact	-	4577-4580
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	2	同	功	tuŋ53	kuŋ44	exact	-	4583-4584
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	3	至	能	ʦɛi212	nɛiŋ53	inexact	paired	4591-4596
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	止	止	ʦi32	ʦi32	tonal inexact	paired	4603-4605
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	反	幡	huaŋ32	huaŋ44	exact	-	4604-4606
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	止	止	ʦi32	ʦi32	tonal inexact	paired	4605-4609
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	迁	仙	ʦʰieŋ44	sieŋ44	tonal exact	-	4607-4608
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	仙	秩	sieŋ44	tieʔ5	inexact	-	4608-4614
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	4	止	止	ʦi32	ʦi32	tonal inexact	-	4609-4611
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	5	出	福	ʦʰouʔ23	houʔ23	tonal exact	-	4623-4624
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	5	出	出	ʦʰouʔ23	ʦʰouʔ23	tonal exact	-	4623-4625
book-of-poetry/decade-of-sang-hu/zhs	Bin Zhi Chu Yan	5	福	出	houʔ23	ʦʰouʔ23	tonal exact	-	4624-4625
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	crossed	4656-4658
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	encircling	4656-4659
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	-	4656-4661
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	-	4658-4659
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	paired	4658-4661
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	2	之	之	ʦi44	ʦi44	tonal inexact	-	4659-4661
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	4	予	子	y53	ʦy32	inexact	-	4674-4675
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	4	予	子	y53	ʦy32	inexact	crossed	4674-4677
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	4	子	子	ʦy32	ʦy32	tonal inexact	-	4675-4677
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	4	之	之	ʦi44	ʦi44	tonal inexact	-	4676-4678
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	5	蓬	同	pʰuŋ53	tuŋ53	tonal exact	-	4680-4684
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	5	子	子	ʦy32	ʦy32	tonal inexact	paired	4681-4683
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	5	子	从	ʦy32	ʦyŋ53	inexact	-	4681-4686
book-of-poetry/decade-of-sang-hu/zhs	Cai Shu	5	子	从	ʦy32	ʦyŋ53	inexact	-	4683-4686
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	2	矣	姻	i32	iŋ44	inexact	paired	4696-4697
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	2	矣	矣	i32	i32	tonal inexact	crossed	4696-4698
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	2	姻	矣	iŋ44	i32	inexact	-	4697-4698
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	3	矣	矣	i32	i32	tonal inexact	paired	4700-4701
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	3	矣	矣	i32	i32	tonal inexact	crossed	4700-4702
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	3	矣	矣	i32	i32	tonal inexact	-	4701-4702
book-of-poetry/decade-of-sang-hu/zhs	Jiao Gong	5	方	亡	huoŋ44	uoŋ53	exact	crossed	4708-4710
book-of-poetry/decade-of-sang-hu/zhs	Wan Liu	2	焉	焉	yoŋ44	yoŋ44	tonal exact	crossed	4728-4730
