ID	CONCEPT	IPA	DOCULECT	COGID
9258	人	dzin24	Hokkien	12
9259	人	jɐn21	Cantonese	12
9260	人	ŋin11	Hakka	12
9261	士	ʂʅ51	Mandarin	59
9262	士	søy242	Fuzhou	59
9263	士	su33	Hokkien	59
9264	士	si22	Cantonese	59
9265	士	sɨ55	Hakka	59
9266	徒	tʰu35	Mandarin	469
9267	徒	tu53	Fuzhou	469
9268	徒	tɔ24	Hokkien	469
9269	徒	tʰou21	Cantonese	469
9270	徒	tʰu11	Hakka	469
9271	宰	tsai214	Mandarin	470
9272	宰	ʦai32	Fuzhou	470
9273	宰	tsãi51	Hokkien	470
9274	宰	tsɔi35	Cantonese	470
9275	宰	tsai31	Hakka	470
9276	夫	fu55	Mandarin	23
9277	夫	hu44	Fuzhou	23
9278	夫	hu55	Hokkien	23
9279	夫	fu55	Cantonese	23
9280	夫	fu24	Hakka	23
9281	史	ʂʅ214	Mandarin	471
9282	史	sy32	Fuzhou	471
9283	史	su51	Hokkien	471
9284	史	si35	Cantonese	471
9285	史	sɨ31	Hakka	471
9286	馬	ma214	Mandarin	31
9287	馬	ma32	Fuzhou	31
9288	馬	ma51	Hokkien	31
9289	馬	ma13	Cantonese	31
9290	馬	ma24	Hakka	31
9291	氏	ʂʅ51	Mandarin	9
9292	氏	sɛi242	Fuzhou	9
9293	氏	ɕi33	Hokkien	9
9294	氏	si22	Cantonese	9
9295	氏	sɨ55	Hakka	9
9296	處	tʂʰu214	Mandarin	57
9297	處	ʦʰy32	Fuzhou	57
9298	處	tsʰu31	Hokkien	57
9299	處	tsʰy33	Cantonese	57
9300	處	tsʰu31	Hakka	57
9301	父	fu51	Mandarin	237
9302	父	hou242	Fuzhou	237
9303	父	hu33	Hokkien	237
9304	父	fu35	Cantonese	237
9305	父	fu55	Hakka	237
9306	時	ʂʅ35	Mandarin	472
9307	時	si53	Fuzhou	472
9308	時	ɕi24	Hokkien	472
9309	時	si21	Cantonese	472
9310	時	sɨ11	Hakka	472
9311	謀	mou35	Mandarin	145
9312	謀	mɛu53	Fuzhou	145
9313	謀	bɔ24	Hokkien	145
9314	謀	mɐu21	Cantonese	145
9315	謀	meu11	Hakka	145
9316	屋	u55	Mandarin	50
9317	屋	ouʔ23	Fuzhou	50
9318	屋	ɔk̚3ʔ	Hokkien	50
9319	屋	uk55	Cantonese	50
9320	屋	vuk̚2	Hakka	50
9321	矣	i214	Mandarin	16
9322	矣	i32	Fuzhou	16
9323	矣	aʔ3ʔ	Hokkien	16
9324	矣	ji13	Cantonese	16
9325	矣	i31	Hakka	16
9326	王	uɑŋ35	Mandarin	346
9327	王	uoŋ53	Fuzhou	346
9328	王	ɔŋ24	Hokkien	346
9329	王	wɔŋ22	Cantonese	346
9330	王	voŋ11	Hakka	346
9331	馬	ma214	Mandarin	31
9332	馬	ma32	Fuzhou	31
9333	馬	ma51	Hokkien	31
9334	馬	ma13	Cantonese	31
9335	馬	ma24	Hakka	31
9336	勞	lɑu35	Mandarin	111
9337	勞	lo53	Fuzhou	111
9338	勞	lə24	Hokkien	111
9339	勞	lou22	Cantonese	111
9340	勞	lo11	Hakka	111
9341	辜	ku55	Mandarin	451
9342	辜	ku44	Fuzhou	451
9343	辜	kɔ55	Hokkien	451
9344	辜	ku55	Cantonese	451
9345	辜	ku24	Hakka	451
9346	人	rən35	Mandarin	12
9347	人	iŋ53	Fuzhou	12
9348	人	dzin24	Hokkien	12
9349	人	jɐn21	Cantonese	12
9350	人	ŋin11	Hakka	12
9351	里	li214	Mandarin	244
9352	里	li32	Fuzhou	244
9353	里	li51	Hokkien	244
9354	里	lei13	Cantonese	244
9355	里	li24	Hakka	244
9356	憂	iou55	Mandarin	73
9357	憂	ieu44	Fuzhou	73
9358	憂	iu55	Hokkien	73
9359	憂	jɐu55	Cantonese	73
9360	憂	iu24	Hakka	73
9361	逸	i51	Mandarin	473
9362	逸	iʔ5	Fuzhou	473
9363	逸	ik̚5ʔ	Hokkien	473
9364	逸	jɐt22	Cantonese	473
9365	逸	it̚5	Hakka	473
9366	休	ɕiou55	Mandarin	295
9367	休	hieu44	Fuzhou	295
9368	休	hiu55	Hokkien	295
9369	休	heoi35	Cantonese	295
9370	休	hiu24	Hakka	295
9371	徹	tʂʰɤ51	Mandarin	474
9372	徹	tʰiɛʔ23	Fuzhou	474
9373	徹	tʰiat̚3ʔ	Hokkien	474
9374	徹	tsʰit33	Cantonese	474
9375	徹	tsʰat̚5	Hakka	474
9376	逸	i51	Mandarin	473
9377	逸	iʔ5	Fuzhou	473
9378	逸	ik̚5ʔ	Hokkien	473
9379	逸	jɐt22	Cantonese	473
9380	逸	it̚5	Hakka	473
9381	德	tɤ35	Mandarin	132
9382	德	tɑiʔ23	Fuzhou	132
9383	德	tik̚3ʔ	Hokkien	132
9384	德	tɐk55	Cantonese	132
9385	德	tet̚2	Hakka	132
9386	國	kuo35	Mandarin	243
9387	國	kuɔʔ23	Fuzhou	243
9388	國	kɔk̚3ʔ	Hokkien	243
9389	國	kʷɔk33	Cantonese	243
9390	國	kuet̚2	Hakka	243
9391	威	uei55	Mandarin	380
9392	威	uoi44	Fuzhou	380
9393	威	ui55	Hokkien	380
9394	威	wɐi55	Cantonese	380
9395	威	vi24	Hakka	380
9396	圖	tʰu35	Mandarin	386
9397	圖	tu53	Fuzhou	386
9398	圖	tɔ24	Hokkien	386
9399	圖	tʰou21	Cantonese	386
9400	圖	tʰu11	Hakka	386
9401	辜	ku55	Mandarin	451
9402	辜	ku44	Fuzhou	451
9403	辜	kɔ55	Hokkien	451
9404	辜	ku55	Cantonese	451
9405	辜	ku24	Hakka	451
9406	鋪	pʰu55	Mandarin	475
9407	鋪	pʰuo44	Fuzhou	475
9408	鋪	pʰɔ55	Hokkien	475
9409	鋪	pʰou55	Cantonese	475
9410	鋪	pʰu24	Hakka	475
9411	滅	miɛ51	Mandarin	476
9412	滅	mieʔ5	Fuzhou	476
9413	滅	biat̚5ʔ	Hokkien	476
9414	滅	mit22	Cantonese	476
9415	滅	miet̚5	Hakka	476
9416	夫	fu55	Mandarin	23
9417	夫	hu44	Fuzhou	23
9418	夫	hu55	Hokkien	23
9419	夫	fu55	Cantonese	23
9420	夫	fu24	Hakka	23
9421	夜	iɛ51	Mandarin	49
9422	夜	iɑ242	Fuzhou	49
9423	夜	ia33	Hokkien	49
9424	夜	jɛ22	Cantonese	49
9425	夜	ia55	Hakka	49
9426	侯	xou35	Mandarin	188
9427	侯	hɑu242	Fuzhou	188
9428	侯	hau24	Hokkien	188
9429	侯	hɐu21	Cantonese	188
9430	侯	heu11	Hakka	188
9431	惡	ɤ214	Mandarin	447
9432	惡	ou212	Fuzhou	447
9433	惡	ɔ̃31	Hokkien	447
9434	惡	ɔk33	Cantonese	447
9435	惡	ok̚2	Hakka	447
9436	信	ɕin51	Mandarin	241
9437	信	sɛiŋ212	Fuzhou	241
9438	信	ɕin31	Hokkien	241
9439	信	sɐn55	Cantonese	241
9440	信	ɕin55	Hakka	241
9441	邁	mai51	Mandarin	150
9442	邁	mɑi242	Fuzhou	150
9443	邁	mai33	Hokkien	150
9444	邁	mai22	Cantonese	150
9445	邁	mai55	Hakka	150
9446	身	ʂən55	Mandarin	96
9447	身	siŋ44	Fuzhou	96
9448	身	ɕin55	Hokkien	96
9449	身	sɐn55	Cantonese	96
9450	身	sɨn24	Hakka	96
9451	畏	uei51	Mandarin	477
9452	畏	uɔi212	Fuzhou	477
9453	畏	ui31	Hokkien	477
9454	畏	wɐi33	Cantonese	477
9455	畏	vi55	Hakka	477
9456	退	tʰuei51	Mandarin	207
9457	退	tʰɔy212	Fuzhou	207
9458	退	tʰe31	Hokkien	207
9459	退	tʰeoi33	Cantonese	207
9460	退	tʰui55	Hakka	207
9461	御	y51	Mandarin	263
9462	御	ŋøy32	Fuzhou	263
9463	御	gu33	Hokkien	263
9464	御	jy22	Cantonese	263
9465	御	ŋi55	Hakka	263
9466	訊	ɕyn51	Mandarin	478
9467	訊	sɛiŋ212	Fuzhou	478
9468	訊	ɕin31	Hokkien	478
9469	訊	seon33	Cantonese	478
9470	訊	ɕin55	Hakka	478
9471	退	tʰuei51	Mandarin	207
9472	退	tʰɔy212	Fuzhou	207
9473	退	tʰe31	Hokkien	207
9474	退	tʰeoi33	Cantonese	207
9475	退	tʰui55	Hakka	207
9476	言	iɛn35	Mandarin	149
9477	言	ŋyoŋ53	Fuzhou	149
9478	言	gian24	Hokkien	149
9479	言	jin21	Cantonese	149
9480	言	ŋien11	Hakka	149
9481	出	tʂʰu55	Mandarin	104
9482	出	ʦʰouʔ23	Fuzhou	104
9483	出	tsʰut̚3ʔ	Hokkien	104
9484	出	tsʰeot55	Cantonese	104
9485	出	tsʰut̚2	Hakka	104
9486	言	iɛn35	Mandarin	149
9487	言	ŋyoŋ53	Fuzhou	149
9488	言	gian24	Hokkien	149
9489	言	jin21	Cantonese	149
9490	言	ŋien11	Hakka	149
9491	休	ɕiou55	Mandarin	295
9492	休	hieu44	Fuzhou	295
9493	休	hiu55	Hokkien	295
9494	休	heoi35	Cantonese	295
9495	休	hiu24	Hakka	295
9496	仕	ʂʅ51	Mandarin	444
9497	仕	søy242	Fuzhou	444
9498	仕	su33	Hokkien	444
9499	仕	si22	Cantonese	444
9500	仕	sɨ55	Hakka	444
9501	友	iou214	Mandarin	126
9502	友	ieu32	Fuzhou	126
9503	友	iu51	Hokkien	126
9504	友	jɐu13	Cantonese	126
9505	友	iu24	Hakka	126
9506	室	ʂʅ51	Mandarin	21
9507	室	sɛiʔ23	Fuzhou	21
9508	室	ɕik̚3ʔ	Hokkien	21
9509	室	sɐt55	Cantonese	21
9510	室	sɨt̚2	Hakka	21
9511	威	uei55	Mandarin	380
9512	威	uoi44	Fuzhou	380
9513	威	ui55	Hokkien	380
9514	威	wɐi55	Cantonese	380
9515	威	vi24	Hakka	380
9516	土	tʰu214	Mandarin	97
9517	土	tʰu32	Fuzhou	97
9518	土	tʰɔ51	Hokkien	97
9519	土	tʰou35	Cantonese	97
9520	土	tʰu31	Hakka	97
9521	猶	iou35	Mandarin	61
9522	猶	ieu53	Fuzhou	61
9523	猶	iu24	Hokkien	61
9524	猶	jɐu21	Cantonese	61
9525	猶	iu11	Hakka	61
9526	哀	ai55	Mandarin	399
9527	哀	ai44	Fuzhou	399
9528	哀	ai55	Hokkien	399
9529	哀	ɔi55	Cantonese	399
9530	哀	oi24	Hakka	399
9531	違	uei35	Mandarin	128
9532	違	uoi53	Fuzhou	128
9533	違	ui24	Hokkien	128
9534	違	wɐi21	Cantonese	128
9535	違	vi11	Hakka	128
9536	依	i55	Mandarin	397
9537	依	i44	Fuzhou	397
9538	依	i55	Hokkien	397
9539	依	ji55	Cantonese	397
9540	依	i24	Hakka	397
9541	猶	iou35	Mandarin	61
9542	猶	ieu53	Fuzhou	61
9543	猶	iu24	Hokkien	61
9544	猶	jɐu21	Cantonese	61
9545	猶	iu11	Hakka	61
9546	底	ti214	Mandarin	479
9547	底	ti32	Fuzhou	479
9548	底	te51	Hokkien	479
9549	底	tik55	Cantonese	479
9550	底	tai31	Hakka	479
9551	猶	iou35	Mandarin	61
9552	猶	ieu53	Fuzhou	61
9553	猶	iu24	Hokkien	61
9554	猶	jɐu21	Cantonese	61
9555	猶	iu11	Hakka	61
9556	多	tuo55	Mandarin	82
9557	多	to44	Fuzhou	82
9558	多	tə55	Hokkien	82
9559	多	tɔ55	Cantonese	82
9560	多	to24	Hakka	82
9561	集	tɕi35	Mandarin	480
9562	集	ʦiʔ5	Fuzhou	480
9563	集	tɕip̚5ʔ	Hokkien	480
9564	集	tsap22	Cantonese	480
9565	集	ɕip̚5	Hakka	480
9566	謀	mou35	Mandarin	145
9567	謀	mɛu53	Fuzhou	145
9568	謀	bɔ24	Hokkien	145
9569	謀	mɐu21	Cantonese	145
9570	謀	meu11	Hakka	145
9571	道	tɑu51	Mandarin	332
9572	道	tɔ242	Fuzhou	332
9573	道	tə33	Hokkien	332
9574	道	tou33	Cantonese	332
9575	道	tʰau55	Hakka	332
9576	猶	iou35	Mandarin	61
9577	猶	ieu53	Fuzhou	61
9578	猶	iu24	Hokkien	61
9579	猶	jɐu21	Cantonese	61
9580	猶	iu11	Hakka	61
9581	程	tʂʰəŋ35	Mandarin	481
9582	程	tʰiaŋ53	Fuzhou	481
9583	程	tʰiã24	Hokkien	481
9584	程	tsʰiŋ21	Cantonese	481
9585	程	tsʰaŋ11	Hakka	481
9586	道	tɑu51	Mandarin	332
9587	道	tɔ242	Fuzhou	332
9588	道	tə33	Hokkien	332
9589	道	tou33	Cantonese	332
9590	道	tʰau55	Hakka	332
9591	成	tʂʰəŋ35	Mandarin	412
9592	成	ʦʰiaŋ53	Fuzhou	412
9593	成	tɕʰã24	Hokkien	412
9594	成	tsʰiŋ21	Cantonese	412
9595	成	saŋ11	Hakka	412
9596	止	tʂʅ214	Mandarin	40
9597	止	ʦi32	Fuzhou	40
9598	止	tɕi51	Hokkien	40
9599	止	tsi35	Cantonese	40
9600	止	tsɨ31	Hakka	40
9601	否	fou214	Mandarin	11
9602	否	pʰɛu32	Fuzhou	11
9603	否	hɔ̃51	Hokkien	11
9604	否	fɐu35	Cantonese	11
9605	否	feu31	Hakka	11
9606	謀	mou35	Mandarin	145
9607	謀	mɛu53	Fuzhou	145
9608	謀	bɔ24	Hokkien	145
9609	謀	mɐu21	Cantonese	145
9610	謀	meu11	Hakka	145
9611	敗	pai51	Mandarin	47
9612	敗	pɑi242	Fuzhou	47
9613	敗	pai33	Hokkien	47
9614	敗	pai22	Cantonese	47
9615	敗	pʰai55	Hakka	47
9616	虎	xu55	Mandarin	140
9617	虎	hu32	Fuzhou	140
9618	虎	hu55	Hokkien	140
9619	虎	fu35	Cantonese	140
9620	虎	fu31	Hakka	140
9621	河	xɤ35	Mandarin	167
9622	河	o53	Fuzhou	167
9623	河	hə24	Hokkien	167
9624	河	hɔ21	Cantonese	167
9625	河	ho11	Hakka	167
9626	一	i51	Mandarin	482
9627	一	ɛiʔ23	Fuzhou	482
9628	一	it̚3ʔ	Hokkien	482
9629	一	jɐt55	Cantonese	482
9630	一	it̚2	Hakka	482
9631	他	tʰa55	Mandarin	483
9632	他	tʰa44	Fuzhou	483
9633	他	tʰã55	Hokkien	483
9634	他	tʰa55	Cantonese	483
9635	他	tʰa24	Hakka	483
9636	淵	yɛn55	Mandarin	94
9637	淵	yoŋ44	Fuzhou	94
9638	淵	ian55	Hokkien	94
9639	淵	jyn55	Cantonese	94
9640	淵	ien24	Hakka	94
9641	冰	piŋ55	Mandarin	484
9642	冰	piŋ44	Fuzhou	484
9643	冰	piŋ55	Hokkien	484
9644	冰	piŋ55	Cantonese	484
9645	冰	pen24	Hakka	484
9646	人	rən35	Mandarin	12
9647	人	iŋ53	Fuzhou	12
9648	人	dzin24	Hokkien	12
9649	人	jɐn21	Cantonese	12
9650	人	ŋin11	Hakka	12
9651	寐	mei51	Mandarin	72
9652	寐	mɛi242	Fuzhou	72
9653	寐	bi33	Hokkien	72
9654	寐	mei22	Cantonese	72
9655	寐	mi55	Hakka	72
9656	人	rən35	Mandarin	12
9657	人	iŋ53	Fuzhou	12
9658	人	dzin24	Hokkien	12
9659	人	jɐn21	Cantonese	12
9660	人	ŋin11	Hakka	12
9661	克	kʰɤ51	Mandarin	280
9662	克	kʰɑiʔ23	Fuzhou	280
9663	克	kʰik̚3ʔ	Hokkien	280
9664	克	hɐk55	Cantonese	280
9665	克	kʰiet̚2	Hakka	280
9666	儀	i35	Mandarin	168
9667	儀	ŋi53	Fuzhou	168
9668	儀	gi24	Hokkien	168
9669	儀	ji21	Cantonese	168
9670	儀	ŋi11	Hakka	168
9671	之	tʂʅ55	Mandarin	3
9672	之	ʦi44	Fuzhou	3
9673	之	tɕi55	Hokkien	3
9674	之	tsi55	Cantonese	3
9675	之	tsɨ24	Hakka	3
9676	之	tʂʅ55	Mandarin	3
9677	之	ʦi44	Fuzhou	3
9678	之	tɕi55	Hokkien	3
9679	之	tsi55	Cantonese	3
9680	之	tsɨ24	Hakka	3
9681	之	tʂʅ55	Mandarin	3
9682	之	ʦi44	Fuzhou	3
9683	之	tɕi55	Hokkien	3
9684	之	tsi55	Cantonese	3
9685	之	tsɨ24	Hakka	3
9686	令	liŋ35	Mandarin	281
9687	令	lɛiŋ242	Fuzhou	281
9688	令	liŋ33	Hokkien	281
9689	令	liŋ55	Cantonese	281
9690	令	liaŋ55	Hakka	281
9691	鳴	miŋ35	Mandarin	121
9692	鳴	miŋ53	Fuzhou	121
9693	鳴	biŋ24	Hokkien	121
9694	鳴	miŋ21	Cantonese	121
9695	鳴	min11	Hakka	121
9696	邁	mai51	Mandarin	150
9697	邁	mɑi242	Fuzhou	150
9698	邁	mai33	Hokkien	150
9699	邁	mai22	Cantonese	150
9700	邁	mai55	Hakka	150
9701	征	tʂəŋ55	Mandarin	60
9702	征	ʦiŋ44	Fuzhou	60
9703	征	tɕiŋ55	Hokkien	60
9704	征	tsiŋ55	Cantonese	60
9705	征	tsɨn24	Hakka	60
9706	寐	mei51	Mandarin	72
9707	寐	mɛi242	Fuzhou	72
9708	寐	bi33	Hokkien	72
9709	寐	mei22	Cantonese	72
9710	寐	mi55	Hakka	72
9711	寡	kua214	Mandarin	424
9712	寡	kua32	Fuzhou	424
9713	寡	kua51	Hokkien	424
9714	寡	kʷa35	Cantonese	424
9715	寡	kua31	Hakka	424
9716	卜	pu214	Mandarin	485
9717	卜	puʔ5	Fuzhou	485
9718	卜	pɔk̚3ʔ	Hokkien	485
9719	卜	puk55	Cantonese	485
9720	卜	puk̚2	Hakka	485
9721	谷	ku214	Mandarin	7
9722	谷	kouʔ23	Fuzhou	7
9723	谷	kɔk̚3ʔ	Hokkien	7
9724	谷	kuk55	Cantonese	7
9725	谷	kuk̚2	Hakka	7
9726	人	rən35	Mandarin	12
9727	人	iŋ53	Fuzhou	12
9728	人	dzin24	Hokkien	12
9729	人	jɐn21	Cantonese	12
9730	人	ŋin11	Hakka	12
9731	心	ɕin55	Mandarin	27
9732	心	siŋ44	Fuzhou	27
9733	心	ɕim55	Hokkien	27
9734	心	sɐm55	Cantonese	27
9735	心	ɕim24	Hakka	27
9736	谷	ku214	Mandarin	7
9737	谷	kouʔ23	Fuzhou	7
9738	谷	kɔk̚3ʔ	Hokkien	7
9739	谷	kuk55	Cantonese	7
9740	谷	kuk̚2	Hakka	7
9741	冰	piŋ55	Mandarin	484
9742	冰	piŋ44	Fuzhou	484
9743	冰	piŋ55	Hokkien	484
9744	冰	piŋ55	Cantonese	484
9745	冰	pen24	Hakka	484
9746	斯	sɿ55	Mandarin	56
9747	斯	sy44	Fuzhou	56
9748	斯	su55	Hokkien	56
9749	斯	si55	Cantonese	56
9750	斯	sɨ11	Hakka	56
9751	提	ti55	Mandarin	284
9752	提	tʰi53	Fuzhou	284
9753	提	tʰe24	Hokkien	284
9754	提	tʰɐi21	Cantonese	284
9755	提	tʰi11	Hakka	284
9756	谷	ku214	Mandarin	7
9757	谷	kouʔ23	Fuzhou	7
9758	谷	kɔk̚3ʔ	Hokkien	7
9759	谷	kuk55	Cantonese	7
9760	谷	kuk̚2	Hakka	7
9761	何	xɤ35	Mandarin	69
9762	何	ho53	Fuzhou	69
9763	何	hə24	Hokkien	69
9764	何	hɔ22	Cantonese	69
9765	何	ho11	Hakka	69
9766	矣	i214	Mandarin	16
9767	矣	i32	Fuzhou	16
9768	矣	aʔ3ʔ	Hokkien	16
9769	矣	ji13	Cantonese	16
9770	矣	i31	Hakka	16
9771	何	xɤ35	Mandarin	69
9772	何	ho53	Fuzhou	69
9773	何	hə24	Hokkien	69
9774	何	hɔ22	Cantonese	69
9775	何	ho11	Hakka	69
9776	道	tɑu51	Mandarin	332
9777	道	tɔ242	Fuzhou	332
9778	道	tə33	Hokkien	332
9779	道	tou33	Cantonese	332
9780	道	tʰau55	Hakka	332
9781	嘆	tʰan51	Mandarin	152
9782	嘆	tʰɑŋ212	Fuzhou	152
9783	嘆	tʰan31	Hokkien	152
9784	嘆	tʰan55	Cantonese	152
9785	嘆	tʰan55	Hakka	152
9786	矣	i214	Mandarin	16
9787	矣	i32	Fuzhou	16
9788	矣	aʔ3ʔ	Hokkien	16
9789	矣	ji13	Cantonese	16
9790	矣	i31	Hakka	16
9791	首	ʂou214	Mandarin	253
9792	首	sau32	Fuzhou	253
9793	首	ɕu51	Hokkien	253
9794	首	sɐu35	Cantonese	253
9795	首	su31	Hakka	253
9796	止	tʂʅ214	Mandarin	40
9797	止	ʦi32	Fuzhou	40
9798	止	tɕi51	Hokkien	40
9799	止	tsi35	Cantonese	40
9800	止	tsɨ31	Hakka	40
9801	父	fu51	Mandarin	237
9802	父	hou242	Fuzhou	237
9803	父	hu33	Hokkien	237
9804	父	fu35	Cantonese	237
9805	父	fu55	Hakka	237
9806	毛	mɑu35	Mandarin	486
9807	毛	mo53	Fuzhou	486
9808	毛	mɔ24	Hokkien	486
9809	毛	mau21	Cantonese	486
9810	毛	mo24	Hakka	486
9811	裹	kuo214	Mandarin	487
9812	裹	kuo32	Fuzhou	487
9813	裹	kə51	Hokkien	487
9814	裹	kʷɔ35	Cantonese	487
9815	裹	ko31	Hakka	487
9816	在	tsai51	Mandarin	488
9817	在	ʦɑi242	Fuzhou	488
9818	在	tsai33	Hokkien	488
9819	在	tsɔi22	Cantonese	488
9820	在	tsʰai55	Hakka	488
9821	斯	sɿ55	Mandarin	56
9822	斯	sy44	Fuzhou	56
9823	斯	su55	Hokkien	56
9824	斯	si55	Cantonese	56
9825	斯	sɨ11	Hakka	56
9826	淵	yɛn55	Mandarin	94
9827	淵	yoŋ44	Fuzhou	94
9828	淵	ian55	Hokkien	94
9829	淵	jyn55	Cantonese	94
9830	淵	ien24	Hakka	94
9831	屆	tɕiɛ51	Mandarin	445
9832	屆	kɑi212	Fuzhou	445
9833	屆	kai31	Hokkien	445
9834	屆	kai33	Cantonese	445
9835	屆	kie55	Hakka	445
9836	矣	i214	Mandarin	16
9837	矣	i32	Fuzhou	16
9838	矣	aʔ3ʔ	Hokkien	16
9839	矣	ji13	Cantonese	16
9840	矣	i31	Hakka	16
9841	寐	mei51	Mandarin	72
9842	寐	mɛi242	Fuzhou	72
9843	寐	bi33	Hokkien	72
9844	寐	mei22	Cantonese	72
9845	寐	mi55	Hakka	72
9846	奔	pən55	Mandarin	174
9847	奔	puoŋ44	Fuzhou	174
9848	奔	pʰun55	Hokkien	174
9849	奔	pɐn55	Cantonese	174
9850	奔	pun24	Hakka	174
9851	矣	i214	Mandarin	16
9852	矣	i32	Fuzhou	16
9853	矣	aʔ3ʔ	Hokkien	16
9854	矣	ji13	Cantonese	16
9855	矣	i31	Hakka	16
9856	兔	tʰu51	Mandarin	489
9857	兔	tʰou212	Fuzhou	489
9858	兔	tʰɔ31	Hokkien	489
9859	兔	tʰou33	Cantonese	489
9860	兔	tʰu55	Hakka	489
9861	之	tʂʅ55	Mandarin	3
9862	之	ʦi44	Fuzhou	3
9863	之	tɕi55	Hokkien	3
9864	之	tsi55	Cantonese	3
9865	之	tsɨ24	Hakka	3
9866	人	rən35	Mandarin	12
9867	人	iŋ53	Fuzhou	12
9868	人	dzin24	Hokkien	12
9869	人	jɐn21	Cantonese	12
9870	人	ŋin11	Hakka	12
9871	之	tʂʅ55	Mandarin	3
9872	之	ʦi44	Fuzhou	3
9873	之	tɕi55	Hokkien	3
9874	之	tsi55	Cantonese	3
9875	之	tsɨ24	Hakka	3
9876	心	ɕin55	Mandarin	27
9877	心	siŋ44	Fuzhou	27
9878	心	ɕim55	Hokkien	27
9879	心	sɐm55	Cantonese	27
9880	心	ɕim24	Hakka	27
9881	之	tʂʅ55	Mandarin	3
9882	之	ʦi44	Fuzhou	3
9883	之	tɕi55	Hokkien	3
9884	之	tsi55	Cantonese	3
9885	之	tsɨ24	Hakka	3
9886	矣	i214	Mandarin	16
9887	矣	i32	Fuzhou	16
9888	矣	aʔ3ʔ	Hokkien	16
9889	矣	ji13	Cantonese	16
9890	矣	i31	Hakka	16
9891	之	tʂʅ55	Mandarin	3
9892	之	ʦi44	Fuzhou	3
9893	之	tɕi55	Hokkien	3
9894	之	tsi55	Cantonese	3
9895	之	tsɨ24	Hakka	3
9896	之	tʂʅ55	Mandarin	3
9897	之	ʦi44	Fuzhou	3
9898	之	tɕi55	Hokkien	3
9899	之	tsi55	Cantonese	3
9900	之	tsɨ24	Hakka	3
9901	惠	xuei51	Mandarin	95
9902	惠	hiɛ242	Fuzhou	95
9903	惠	hui33	Hokkien	95
9904	惠	wɐi22	Cantonese	95
9905	惠	fi55	Hakka	95
9906	之	tʂʅ55	Mandarin	3
9907	之	ʦi44	Fuzhou	3
9908	之	tɕi55	Hokkien	3
9909	之	tsi55	Cantonese	3
9910	之	tsɨ24	Hakka	3
9911	矣	i214	Mandarin	16
9912	矣	i32	Fuzhou	16
9913	矣	aʔ3ʔ	Hokkien	16
9914	矣	ji13	Cantonese	16
9915	矣	i31	Hakka	16
9916	矣	i214	Mandarin	16
9917	矣	i32	Fuzhou	16
9918	矣	aʔ3ʔ	Hokkien	16
9919	矣	ji13	Cantonese	16
9920	矣	i31	Hakka	16
9921	矣	i214	Mandarin	16
9922	矣	i32	Fuzhou	16
9923	矣	aʔ3ʔ	Hokkien	16
9924	矣	ji13	Cantonese	16
9925	矣	i31	Hakka	16
9926	言	iɛn35	Mandarin	149
9927	言	ŋyoŋ53	Fuzhou	149
9928	言	gian24	Hokkien	149
9929	言	jin21	Cantonese	149
9930	言	ŋien11	Hakka	149
9931	梁	liɑŋ35	Mandarin	130
9932	梁	luoŋ53	Fuzhou	130
9933	梁	niu24	Hokkien	130
9934	梁	lœŋ21	Cantonese	130
9935	梁	lioŋ11	Hakka	130
9936	且	tɕy55	Mandarin	158
9937	且	ʦʰia32	Fuzhou	158
9938	且	tɕʰã51	Hokkien	158
9939	且	tseoi55	Cantonese	158
9940	且	tɕʰia24	Hakka	158
9941	辜	ku55	Mandarin	451
9942	辜	ku44	Fuzhou	451
9943	辜	kɔ55	Hokkien	451
9944	辜	ku55	Cantonese	451
9945	辜	ku24	Hakka	451
9946	威	uei55	Mandarin	380
9947	威	uoi44	Fuzhou	380
9948	威	ui55	Hokkien	380
9949	威	wɐi55	Cantonese	380
9950	威	vi24	Hakka	380
9951	辜	ku55	Mandarin	451
9952	辜	ku44	Fuzhou	451
9953	辜	kɔ55	Hokkien	451
9954	辜	ku55	Cantonese	451
9955	辜	ku24	Hakka	451
9956	怒	nu51	Mandarin	78
9957	怒	nou242	Fuzhou	78
9958	怒	nɔ33	Hokkien	78
9959	怒	nou22	Cantonese	78
9960	怒	nu55	Hakka	78
9961	祉	tʂʅ214	Mandarin	417
9962	祉	ʦi32	Fuzhou	417
9963	祉	tɕi51	Hokkien	417
9964	祉	tsi35	Cantonese	417
9965	祉	tsɨ31	Hakka	417
9966	已	i214	Mandarin	86
9967	已	i32	Fuzhou	86
9968	已	i51	Hokkien	86
9969	已	ji13	Cantonese	86
9970	已	i24	Hakka	86
9971	盟	məŋ35	Mandarin	490
9972	盟	mɛiŋ53	Fuzhou	490
9973	盟	biŋ24	Hokkien	490
9974	盟	mɐŋ21	Cantonese	490
9975	盟	men11	Hakka	490
9976	盜	tɑu51	Mandarin	491
9977	盜	tɔ242	Fuzhou	491
9978	盜	tə33	Hokkien	491
9979	盜	tou22	Cantonese	491
9980	盜	tʰo55	Hakka	491
9981	甘	kan55	Mandarin	492
9982	甘	kaŋ44	Fuzhou	492
9983	甘	kam55	Hokkien	492
9984	甘	kɐm55	Cantonese	492
9985	甘	kam24	Hakka	492
9986	共	kuŋ51	Mandarin	493
9987	共	kɔyŋ242	Fuzhou	493
9988	共	ka33	Hokkien	493
